q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
29,0,1859,"Provide a comprehensive account of what happened involving Jaxon Howard and reservoir breach at East Java on August 12, 2025. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2025}, {East Java}, {Jaxon Howard}, {reservoir breach})",Full event details,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,0,1885,"Provide a comprehensive account of what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Full event details,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
0,0,1955,"Recall all the events that occurred on August 12, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({August 12, 2025}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,0,1956,"Recall all the events that occurred on August 27, 2024. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({August 27, 2024}, *, *, *)",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,0,1957,"Recall all the events that occurred on December 10, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({December 10, 2026}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,0,1958,"Recall all the events that occurred on January 22, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({January 22, 2025}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'location', 'content', 'date', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,0,1959,"Recall all the events that occurred on January 24, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({January 24, 2025}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,0,1627,"Consider all events that happened on August 12, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({August 12, 2025}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,0,1628,"Consider all events that happened on August 27, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({August 27, 2024}, *, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,0,1629,"Consider all events that happened on December 10, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({December 10, 2026}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,0,1630,"Consider all events that happened on January 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 22, 2025}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'location', 'content', 'date', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,0,1631,"Consider all events that happened on January 24, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 24, 2025}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,0,2208,"Reflect on August 12, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({August 12, 2025}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,0,2209,"Reflect on August 27, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({August 27, 2024}, *, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,0,2219,"Reflect on December 10, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({December 10, 2026}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,0,2232,"Reflect on January 22, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 22, 2025}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'location', 'content', 'date', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,0,2233,"Reflect on January 24, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 24, 2025}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,1,216,"Consider all events that happened on December 03, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({December 03, 2026}, *, *, *)",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,1,220,"Consider all events that happened on January 26, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 26, 2025}, *, *, *)",Entities,all,{'Zoe Brown'},{41},{41: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,1,221,"Consider all events that happened on July 25, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({July 25, 2024}, *, *, *)",Entities,all,{'Levi Rodriguez'},{53},{53: 'Levi Rodriguez'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,1,224,"Consider all events that happened on March 23, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({March 23, 2025}, *, *, *)",Entities,all,{'Henry Reed'},{47},{47: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,1,225,"Consider all events that happened on May 07, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({May 07, 2024}, *, *, *)",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,1,878,"Reflect on December 03, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({December 03, 2026}, *, *, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,1,894,"Reflect on January 26, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 26, 2025}, *, *, *)",Event contents,all,{'volcanic eruption'},{41},{41: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,1,900,"Reflect on July 25, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({July 25, 2024}, *, *, *)",Event contents,all,{'volcanic eruption'},{53},{53: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,1,913,"Reflect on March 23, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({March 23, 2025}, *, *, *)",Event contents,all,{'toxic waste spill'},{47},{47: 'toxic waste spill'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,1,914,"Reflect on May 07, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 07, 2024}, *, *, *)",Event contents,all,{'produce contamination outbreak'},{4},{4: 'produce contamination outbreak'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,1,589,"Recall all the events that occurred on December 03, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({December 03, 2026}, *, *, *)",Spaces,all,{'Ontario'},{24},{24: 'Ontario'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,1,593,"Recall all the events that occurred on January 26, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({January 26, 2025}, *, *, *)",Spaces,all,{'Rajasthan'},{41},{41: 'Rajasthan'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,1,594,"Recall all the events that occurred on July 25, 2024. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({July 25, 2024}, *, *, *)",Spaces,all,{'Nairobi County'},{53},{53: 'Nairobi County'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,1,597,"Recall all the events that occurred on March 23, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({March 23, 2025}, *, *, *)",Spaces,all,{'Rajasthan'},{47},{47: 'Rajasthan'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,1,598,"Recall all the events that occurred on May 07, 2024. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({May 07, 2024}, *, *, *)",Spaces,all,{'Tuscany'},{4},{4: 'Tuscany'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,2,879,"Reflect on December 26, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({December 26, 2026}, *, *, *)",Event contents,all,{'factory explosion'},"{49, 15}","{15: 'factory explosion', 49: 'factory explosion'}",1,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,2,893,"Reflect on January 03, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 03, 2026}, *, *, *)",Event contents,all,{'bridge collapse'},"{18, 30}","{18: 'bridge collapse', 30: 'bridge collapse'}",1,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,2,917,"Reflect on May 28, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 28, 2025}, *, *, *)",Event contents,all,"{'magnitude 9.0 earthquake', 'toxic waste spill'}","{48, 55}","{48: 'toxic waste spill', 55: 'magnitude 9.0 earthquake'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
